CAT_ID,ATTR_NAME,ATTR_VALUE,SEQ_NBR
1000660,'BRAND','Free People',5
1000660,'BRAND','J Brand',6
1000660,'BRAND','Maje',7
1000660,'BRAND','MARC BY MARC JACOBS',8
1000660,'BRAND','Theory',9
1000660,'BRAND','Vince',10
2941,'BRAND','Alice + Olivia',1
2941,'BRAND','AQUA',2
2941,'BRAND','Armani Collezioni',3
2941,'BRAND','BCBGMAXAZRIA',4
2941,'BRAND','Burberry',5
2941,'BRAND','DIANE von FURSTENBERG',6
2941,'BRAND','Helmut Lang',7
2941,'BRAND','REISS',8
2941,'BRAND','Theory',9
2941,'BRAND','Vince',10
12629,'BRAND','Alice + Olivia',1
12629,'BRAND','AQUA',2
12629,'BRAND','Free People',3
12629,'BRAND','Joie',4
12629,'BRAND','Maje',5
12629,'BRAND','MARC BY MARC JACOBS',6
12629,'BRAND','REISS',7
12629,'BRAND','Splendid',8
12629,'BRAND','Theory',9
12629,'BRAND','Vince',10
8722,'BRAND','BECCA® by Rebecca Virtue',1
8722,'BRAND','Juicy Couture',2
8722,'BRAND','L*Space',3
8722,'BRAND','Mara Hoffman',4
8722,'BRAND','Nanette Lepore',5
8722,'BRAND','PilyQ',6
8722,'BRAND','Splendid',7
8722,'BRAND','Tory Burch',8
8722,'BRAND','Trina Turk',9
8722,'BRAND','ViX',10
10026,'BRAND','AQUA',1
10026,'BRAND','DIANE von FURSTENBERG',2
10026,'BRAND','Equipment',3
10026,'BRAND','Free People',4
10026,'BRAND','Helmut Lang',5
10026,'BRAND','Joie',6
10026,'BRAND','Splendid',7
10026,'BRAND','Theory',8
10026,'BRAND','Velvet by Graham & Spencer',9
10026,'BRAND','Vince',10
1001038,'BRAND','Theory',1
1001038,'BRAND','DIANE von FURSTENBERG',2
1001038,'BRAND','AQUA',3
1001038,'BRAND','Vince',4
1001038,'BRAND','J Brand',5
1001038,'BRAND','Free People',6
1001038,'BRAND','Joie',7
1001038,'BRAND','Alice + Olivia',8
1001038,'BRAND','AG Adriano Goldschmied',9
1001038,'BRAND','Splendid',10
1001038,'BRAND','7 for All Mankind',11
1001038,'BRAND','Paige Denim',12
1001038,'BRAND','Helmut Lang',13
1001038,'BRAND','MARC BY MARC JACOBS',14
1001038,'BRAND','Citizens of Humanity',15
1001038,'BRAND','Hudson',16
1001038,'BRAND','rag & bone/JEAN',17
1001038,'BRAND','Soft Joie',18
1001038,'BRAND','Parker',19
1001038,'BRAND','Rebecca Taylor',20
1001040,'BRAND','Theory',1
1001040,'BRAND','DIANE von FURSTENBERG',2
1001040,'BRAND','AQUA',3
1001040,'BRAND','Vince',4
1001040,'BRAND','J Brand',5
1001040,'BRAND','Free People',6
1001040,'BRAND','Joie',7
1001040,'BRAND','Alice + Olivia',8
1001040,'BRAND','AG Adriano Goldschmied',9
1001040,'BRAND','Splendid',10
1001040,'BRAND','7 for All Mankind',11
1001040,'BRAND','Paige Denim',12
1001040,'BRAND','Helmut Lang',13
1001040,'BRAND','MARC BY MARC JACOBS',14
1001040,'BRAND','Citizens of Humanity',15
1001040,'BRAND','Hudson',16
1001040,'BRAND','rag & bone/JEAN',17
1001040,'BRAND','Soft Joie',18
1001040,'BRAND','Parker',19
1001040,'BRAND','Rebecca Taylor',20
2917,'BRAND','Calvin Klein Plus',1
2917,'BRAND','DKNYC Plus',2
2917,'BRAND','Eileen Fisher Plus',3
2917,'BRAND','Karen Kane Plus',4
2917,'BRAND','Lafayette 148 New York Plus',5
2917,'BRAND','Melissa Masse Plus',6
2917,'BRAND','MICHAEL Michael Kors Plus',7
2917,'BRAND','NYDJ',8
2917,'BRAND','Ralph Lauren',9
2917,'BRAND','VINCE CAMUTO Plus',10
22108,'BRAND','David Yurman',1
22108,'BRAND','Fredrique Constant',2
22108,'BRAND','Gucci',3
22108,'BRAND','HUGO BOSS',4
22108,'BRAND','Movado',5
22108,'BRAND','Movado Bold',6
22108,'BRAND','Philip Stein',7
22108,'BRAND','Raymore Weil',8
22108,'BRAND','TAG Heuer',9
22108,'BRAND','Salvatore Ferragamo',10
20548,'BRAND','Bloomingdale's',1
20548,'BRAND','Charriol',2
20548,'BRAND','David Yurman',3
20548,'BRAND','Gucci',4
20548,'BRAND','IPPOLITA',5
20548,'BRAND','John Hardy',6
20548,'BRAND','Lagos',7
20548,'BRAND','Lana Jewelry',8
20548,'BRAND','Marco Bicego',9
20548,'BRAND','Roberto Coin',10
17804,'BRAND','Bloomingdale's',1
17804,'BRAND','Charriol',2
17804,'BRAND','David Yurman',3
17804,'BRAND','Gucci',4
17804,'BRAND','IPPOLITA',5
17804,'BRAND','John Hardy',6
17804,'BRAND','Lagos',7
17804,'BRAND','Marco Bicego',8
17804,'BRAND','Meira T',9
17804,'BRAND','Roberto Coin',10
17806,'BRAND','Bloomingdale's',1
17806,'BRAND','Charriol',2
17806,'BRAND','David Yurman',3
17806,'BRAND','Gucci',4
17806,'BRAND','IPPOLITA',5
17806,'BRAND','John Hardy',6
17806,'BRAND','Khai Khai',7
17806,'BRAND','Lagos',8
17806,'BRAND','Marco Bicego',9
17806,'BRAND','Meira T',10
17805,'BRAND','Bloomingdale's',1
17805,'BRAND','David Yurman',2
17805,'BRAND','Gucci',3
17805,'BRAND','IPPOLITA',4
17805,'BRAND','John Hardy',5
17805,'BRAND','Lagos',6
17805,'BRAND','Marco Bicego',7
17805,'BRAND','Meira T',8
17805,'BRAND','Roberto Coin',9
17805,'BRAND','Temple St. Clair',10
1000931,'BRAND','Bloomingdale's',1
1000931,'BRAND','Charriol',2
1000931,'BRAND','David Yurman',3
1000931,'BRAND','Gucci',4
1000931,'BRAND','IPPOLITA',5
1000931,'BRAND','John Hardy',6
1000931,'BRAND','Lagos',7
1000931,'BRAND','Marco Bicego',8
1000931,'BRAND','Roberto Coin',9
1000931,'BRAND','TAG Heuer',10
